Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Sai,SRM Institute of Technology ,Law,3,"Gemini, Midjourney",1.5,Learning new topics,5,-1,No,Gemini,9,No,Tamil nadu,Mobile,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Reyansh,Madhav University ,Engineering,2,Gemini,2.6,"Assignments, Coding Help",4,2,Yes,Other,2,Yes,Rajasthan,Tablet,Poor,Rajasthan,13.64073799070248,1,13.64073799070248
Ayaan,ITM Institute of Hotel Management ,Hotel-management,3,Gemini,2.0,Content Writing,3,1,Yes,Gemini,4,Yes,Maharashtra,Laptop,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Krishna,"IPS Group of Colleges, Gwalior ",Pharmacy,3,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",1,-1,No,Gemini,4,Yes,Madhya pradesh,Tablet,Poor,Madhya Pradesh,8.966440054086538,1,8.966440054086538
Ishaan,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Pharmacy,2,Gemini,3.2,"MCQ Practice, Projects",4,-1,Yes,Copilot,7,Yes,Punjab,Mobile,Poor,Punjab,14.360778216019417,1,14.360778216019417
Rudra,"St Francis Sales College, West Siang ",Arts,2,ChatGPT,2.6,"Assignments, Coding Help",5,2,No,ChatGPT,6,No,Arunachal pradesh,Tablet,Poor,North East,10.2730712890625,1,10.2730712890625
Dhruv,"PCTE Group of Institutes, Ludhiana ",Management,4,"ChatGPT, Gemini, Copilot",1.1,"Doubt Solving, Resume Writing",4,2,No,ChatGPT,6,Yes,Punjab,Mobile,High,Punjab,14.360778216019417,3,43.08233464805825
Kabir,Sister Nivedita University ,Hotel-management,4,ChatGPT,4.2,"MCQ Practice, Projects",4,-1,Yes,Copilot,4,Yes,West bengal,Tablet,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Atharv,"Government Degree College, Baramulla ",Science,4,Gemini,2.4,"Doubt Solving, Resume Writing",5,1,Yes,Gemini,7,No,Jammu,Mobile,Poor,Jammu & Kashmir,12.3797607421875,1,12.3797607421875
Om,Lady Hardinge Medical College ,Medical,4,Gemini,1.5,"Assignments, Coding Help",5,2,No,Copilot,3,No,Delhi ncr,Laptop,Medium,Delhi,15.297678629557291,2,30.595357259114582
Anaya,"University Institute of Technology, University Of Burdwan ",Engineering,4,Gemini,3.3,"MCQ Practice, Projects",2,3,No,ChatGPT,9,No,West bengal,Tablet,Medium,West Bengal,32.790161506116206,2,65.58032301223241
Siya,Dharmsinh Desai University ,Pharmacy,3,ChatGPT,2.3,"Exam Prep, Notes",2,1,Yes,Copilot,9,Yes,Gujarat,Laptop,Medium,Gujarat,12.089467075892857,2,24.178934151785715
Diya,"St. Edmund's College, Shillong ",Arts,3,Copilot,1.1,"Exam Prep, Notes",5,2,No,Copilot,6,No,Meghalaya,Tablet,Medium,North East,10.2730712890625,2,20.546142578125
Myra,"Government College of Arts Science and Commerce Sanquelim, North Goa ",Arts,3,Copilot,1.6,Content Writing,2,-3,No,Gemini,9,No,Goa,Tablet,High,Maharashtra,19.392515373995984,3,58.17754612198795
Aadhya,Government Polytechnic ,Engineering,4,Copilot,1.6,"Assignments, Coding Help",3,-3,No,Gemini,1,Yes,Goa,Laptop,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Riya,Goswami Ganesh Dutt Sanatan Dharama College ,Science,2,Copilot,3.1,Content Writing,5,0,No,ChatGPT,9,No,Punjab,Laptop,Medium,Punjab,14.360778216019417,2,28.721556432038835
Pari,ICFAI Business School ,Science,4,Copilot,2.7,"MCQ Practice, Projects",3,0,No,Other,5,No,Telangana,Tablet,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Anika,Pandit Deendayal Petroleum University [PDPU] / (Energy ,Arts,3,"Gemini, Midjourney",1.9,"MCQ Practice, Projects",5,-1,Yes,Gemini,3,Yes,Gujarat,Mobile,Poor,Gujarat,12.089467075892857,1,12.089467075892857
Ira,Eastern Institute for Integrated Learning In Management ,Management,2,"ChatGPT, Copilot",2.3,"Exam Prep, Notes",4,-3,No,Copilot,5,No,West bengal,Mobile,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Meera,Patna University ,Science,1,"ChatGPT, Gemini, Copilot",2.8,"Doubt Solving, Resume Writing",2,0,Yes,Other,7,Yes,Bihar,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Saanvi,"Alagappa University, Karaikudi ",Agriculture,4,"Gemini, Midjourney",2.5,Content Writing,4,-2,No,Copilot,9,Yes,Tamil nadu,Mobile,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Navya,"Narayana Medical College and Hospital, Nellore ",Medical,3,Copilot,0.6,"MCQ Practice, Projects",3,0,No,Other,5,No,Andhra pradesh,Mobile,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Aarohi,"Ramakrishna Mission Vidyamandira, Howrah ",Science,4,Copilot,2.4,"Exam Prep, Notes",4,3,Yes,Gemini,10,Yes,West bengal,Laptop,High,West Bengal,32.790161506116206,3,98.37048451834862
Prisha,Kasturba Medical College ,Medical,1,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,3,No,Other,3,Yes,Karnataka,Tablet,Medium,Karnataka,22.449497767857142,2,44.898995535714285
Ishita,"SR University, Warangal ",Commerce,3,Gemini,0.7,"MCQ Practice, Projects",3,-3,Yes,Other,5,No,Telangana,Mobile,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Rakhi,Vinayaka Missions Sikkim University ,Science,1,Copilot,4.2,"MCQ Practice, Projects",2,0,Yes,Gemini,6,No,Sikkim,Tablet,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Ramya,"Vignan Institute of Technology And Management, Berhampur ",Engineering,1,Gemini,3.6,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,Orissa,Laptop,High,Orissa,10.206166294642857,3,30.618498883928574
Sneha,Acharya Nagarjuna University ,Agriculture,3,"Gemini, Midjourney",3.2,"Assignments, Coding Help",3,1,Yes,Other,1,Yes,Andhra pradesh,Tablet,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Divya,Indian Institute of Information Technology ,Science,3,Copilot,0.7,Learning new topics,3,-1,No,Gemini,3,No,Manipur,Tablet,High,North East,10.2730712890625,3,30.8192138671875
Neha,Vellore Institute of Technology ,Commerce,2,Copilot,4.5,"Doubt Solving, Resume Writing",3,-1,Yes,Other,6,Yes,Tamil nadu,Mobile,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Pooja,"Maris Stella College, Vijayawada ",Agriculture,2,"Gemini, Midjourney",3.5,"MCQ Practice, Projects",4,2,No,Other,10,No,Andhra pradesh,Mobile,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Kavya,Punjab College of Technical Education ,Hotel-management,3,"Gemini, Midjourney",3.3,Content Writing,1,1,Yes,Copilot,10,Yes,Punjab,Mobile,Medium,Punjab,14.360778216019417,2,28.721556432038835
Aishwarya,Dr DY Patil College of Agriculture Business ,Agriculture,1,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",5,-2,No,Copilot,7,Yes,Maharashtra,Laptop,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Shreya,"Ramthakur College, West Tripura ",Commerce,3,"Gemini, Midjourney",2.9,"Exam Prep, Notes",5,3,Yes,Gemini,2,No,Tripura,Mobile,Poor,North East,10.2730712890625,1,10.2730712890625
Nandini,The Neotia University ,Agriculture,1,Gemini,1.8,"Assignments, Coding Help",4,3,No,ChatGPT,2,Yes,West bengal,Tablet,High,West Bengal,32.790161506116206,3,98.37048451834862
Aarav,"Little Flower College Guruvayoor, Thrissur ",Law,1,"ChatGPT, Copilot",0.8,"Doubt Solving, Resume Writing",2,-2,Yes,Other,7,No,Kerala,Tablet,High,Kerala,6.3867464539007095,3,19.16023936170213
Vivaan,"Late Baliram Kashyap Memorial Govt. Medical College, ",Medical,4,Gemini,0.6,"MCQ Practice, Projects",2,-1,Yes,Gemini,7,Yes,Chhattisgarh,Laptop,Poor,Madhya Pradesh,8.966440054086538,1,8.966440054086538
Aditya,OP Jindal University ,Engineering,2,ChatGPT,3.1,Learning new topics,1,2,No,Gemini,2,No,Chhattisgarh,Laptop,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Vihaan,Central India Institute of Management Studies ,Hotel-management,3,"Gemini, Midjourney",3.8,"Assignments, Coding Help",5,3,No,Copilot,2,No,Madhya pradesh,Tablet,Poor,Madhya Pradesh,8.966440054086538,1,8.966440054086538
Arjun,Krishna University ,Hotel-management,3,Copilot,2.1,"Doubt Solving, Resume Writing",4,3,Yes,Gemini,4,No,Andhra pradesh,Laptop,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Sai,Nalanda Open University ,Management,2,"ChatGPT, Copilot",4.2,Learning new topics,1,-3,Yes,ChatGPT,2,Yes,Bihar,Mobile,High,Bihar,29.503159466911764,3,88.50947840073529
Reyansh,Rajiv Gandhi University ,Engineering,3,ChatGPT,0.6,"MCQ Practice, Projects",2,3,No,Gemini,2,No,Arunachal pradesh,Mobile,Poor,North East,10.2730712890625,1,10.2730712890625
Ayaan,"Dhenkanal Autonomous College, Dhenkanal ",Commerce,2,"ChatGPT, Gemini, Copilot",1.4,"Exam Prep, Notes",2,0,No,ChatGPT,4,No,Orissa,Laptop,Poor,Orissa,10.206166294642857,1,10.206166294642857
Krishna,Rajiv Gandhi University ,Commerce,4,Copilot,4.4,"Exam Prep, Notes",5,3,No,Copilot,7,No,Arunachal pradesh,Mobile,High,North East,10.2730712890625,3,30.8192138671875
Ishaan,"Singhania University, Jhunjhunu ",Law,4,"ChatGPT, Copilot",4.4,"MCQ Practice, Projects",2,-1,No,ChatGPT,10,No,Rajasthan,Mobile,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Rudra,"A.J. College of Science and Technology Thonnakkal, ",Hotel-management,4,"ChatGPT, Copilot",2.1,"Assignments, Coding Help",5,-1,No,Other,10,Yes,Kerala,Tablet,High,Kerala,6.3867464539007095,3,19.16023936170213
Dhruv,Alluri Sitarama Raju Academy of Medical Sciences ,Medical,2,Copilot,0.6,"MCQ Practice, Projects",1,2,Yes,Copilot,1,No,Andhra pradesh,Tablet,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Kabir,"Ahmedabad Management Association, Ahmedabad ",Management,2,Gemini,0.6,Learning new topics,4,1,No,Gemini,7,No,Gujarat,Mobile,Poor,Gujarat,12.089467075892857,1,12.089467075892857
Atharv,"Presidency College, Bangalore ",Commerce,1,ChatGPT,2.6,"MCQ Practice, Projects",1,2,Yes,ChatGPT,1,Yes,Karnataka,Tablet,High,Karnataka,22.449497767857142,3,67.34849330357143
Om,"Institute of Communication and Information Technology, Kohima ",Engineering,3,"ChatGPT, Copilot",0.6,"Assignments, Coding Help",5,-3,No,Other,2,No,Nagaland,Tablet,High,North East,10.2730712890625,3,30.8192138671875
Anaya,Indian Institute of Technology ,Arts,2,"ChatGPT, Gemini, Copilot",3.0,Content Writing,2,3,Yes,Gemini,8,Yes,Rajasthan,Laptop,High,Rajasthan,13.64073799070248,3,40.92221397210744
Siya,Army Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",1.3,"MCQ Practice, Projects",3,-1,Yes,Other,10,No,Maharashtra,Laptop,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Diya,"Durgapur Institute of Legal Studies, Bardhaman ",Law,4,"ChatGPT, Copilot",3.3,"MCQ Practice, Projects",3,1,No,Copilot,1,No,West bengal,Mobile,Medium,West Bengal,32.790161506116206,2,65.58032301223241
Myra,Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Commerce,3,"Gemini, Midjourney",1.3,Content Writing,5,3,No,Copilot,9,Yes,Tamil nadu,Laptop,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Aadhya,Rajagiri Centre for Business Studies ,Management,1,Gemini,0.9,"Doubt Solving, Resume Writing",4,2,No,Copilot,9,No,Kerala,Tablet,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Riya,Kasturba Gandhi Degree and PG College for ,Science,4,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,-1,Yes,Other,6,Yes,Telangana,Tablet,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Pari,Kerala University ,Agriculture,4,Copilot,3.5,"Assignments, Coding Help",4,-3,No,Copilot,1,No,Kerala,Mobile,High,Kerala,6.3867464539007095,3,19.16023936170213
Anika,"Institute of Apparel Management, Gurgaon ",Arts,3,"ChatGPT, Copilot",2.7,"Exam Prep, Notes",5,3,No,Copilot,4,No,Haryana,Mobile,Medium,Haryana,15.027559106788333,2,30.055118213576666
Ira,"Shri HK Arts College, Ahmedabad ",Arts,4,Gemini,2.0,"Doubt Solving, Resume Writing",1,-2,Yes,Gemini,6,No,Gujarat,Tablet,High,Gujarat,12.089467075892857,3,36.268401227678574
Meera,SunRise University ,Pharmacy,1,ChatGPT,1.0,"Exam Prep, Notes",4,1,No,ChatGPT,8,Yes,Rajasthan,Tablet,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Saanvi,Indira Gandhi Institute of Medical Sciences ,Medical,1,ChatGPT,3.9,"Assignments, Coding Help",2,0,No,ChatGPT,5,No,Bihar,Mobile,High,Bihar,29.503159466911764,3,88.50947840073529
Navya,"Kamadhenu College of Arts & Science, Dharmapuri ",Arts,4,ChatGPT,3.8,"Exam Prep, Notes",4,0,Yes,ChatGPT,9,Yes,Tamil nadu,Laptop,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Aarohi,"Amity University, Jaipur ",Hotel-management,4,"Gemini, Midjourney",3.0,"Assignments, Coding Help",5,-3,No,Other,1,No,Rajasthan,Laptop,Poor,Rajasthan,13.64073799070248,1,13.64073799070248
Prisha,Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Law,4,"ChatGPT, Copilot",4.1,"Doubt Solving, Resume Writing",5,-1,No,Other,5,No,Madhya pradesh,Laptop,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Ishita,Sam Higginbottom University of Agriculture Technology and ,Commerce,2,"Gemini, Midjourney",3.9,"Assignments, Coding Help",4,2,No,Gemini,8,Yes,Uttar pradesh,Mobile,High,UP West,8.9968359375,3,26.9905078125
Rakhi,"City College of Commerce and Business Administration, ",Commerce,4,Gemini,2.2,Content Writing,4,-1,Yes,ChatGPT,2,No,West bengal,Mobile,High,West Bengal,32.790161506116206,3,98.37048451834862
Ramya,Leo Academy of Hospitality and Tourism Management ,Hotel-management,2,Gemini,3.2,Learning new topics,1,-2,No,Gemini,9,Yes,Telangana,Tablet,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Sneha,"Great Eastern Medical School and Hospital, Srikakulam ",Medical,4,Copilot,0.7,"Doubt Solving, Resume Writing",5,-1,No,Gemini,1,Yes,Andhra pradesh,Mobile,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Divya,Maulana Abul Kalam Azad University of Technology ,Engineering,1,ChatGPT,2.2,Content Writing,4,2,Yes,Gemini,2,No,West bengal,Mobile,High,West Bengal,32.790161506116206,3,98.37048451834862
Neha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Copilot",3.8,"Exam Prep, Notes",3,1,Yes,Gemini,7,No,Goa,Laptop,High,Maharashtra,19.392515373995984,3,58.17754612198795
Pooja,"Anand Niketan College of Agriculture, Chandrapur ",Agriculture,3,Gemini,4.0,Content Writing,2,-2,Yes,Gemini,10,Yes,Maharashtra,Mobile,High,Maharashtra,19.392515373995984,3,58.17754612198795
Kavya,Punjab Engineering College University of Technology ,Management,3,"Gemini, Midjourney",2.1,"Assignments, Coding Help",1,0,No,Copilot,2,No,Chandigarh,Mobile,Medium,Punjab,14.360778216019417,2,28.721556432038835
Aishwarya,"Sophia Polytechnic, Mumbai ",Hotel-management,4,ChatGPT,1.2,Learning new topics,3,-1,No,ChatGPT,6,No,Maharashtra,Laptop,High,Maharashtra,19.392515373995984,3,58.17754612198795
Shreya,"Amity University, Raipur ",Commerce,3,Copilot,3.6,Content Writing,1,0,No,Other,4,Yes,Chhattisgarh,Mobile,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Nandini,"TSR and TBK Degree and PG College, ",Commerce,3,ChatGPT,3.2,Learning new topics,3,-2,Yes,Gemini,1,Yes,Andhra pradesh,Mobile,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Aarav,"University College of Engineering and Technology, Vinoba ",Engineering,3,Copilot,4.4,"Assignments, Coding Help",1,-2,Yes,Gemini,4,No,Jharkhand,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Vivaan,Swosti Institute of Management and Social Studies ,Hotel-management,1,"ChatGPT, Copilot",2.6,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,7,No,Orissa,Mobile,Poor,Orissa,10.206166294642857,1,10.206166294642857
Aditya,"Government Law College, Tiruchirappalli ",Law,4,Copilot,4.5,"Exam Prep, Notes",3,-1,Yes,ChatGPT,3,No,Tamil nadu,Laptop,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Vihaan,"Dina Institute of Hotel Management Hadapsar, Pune ",Hotel-management,1,Gemini,3.4,"Assignments, Coding Help",5,-2,Yes,Copilot,8,Yes,Maharashtra,Mobile,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Arjun,St. Joseph's Institute of Hotel Management & ,Hotel-management,4,ChatGPT,3.0,"Exam Prep, Notes",2,-1,No,ChatGPT,6,Yes,Kerala,Tablet,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Sai,Gupta College of Technological Sciences ,Pharmacy,1,"ChatGPT, Copilot",3.1,Learning new topics,5,-3,Yes,Gemini,6,Yes,West bengal,Mobile,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Reyansh,"Akal College of Economics, Commerce and Management, ",Science,3,"ChatGPT, Copilot",3.6,"Exam Prep, Notes",5,2,No,ChatGPT,7,Yes,Himachal pradesh,Laptop,Poor,Himachal Pradesh,8.273878528225806,1,8.273878528225806
Ayaan,Bhargava Degree College ,Science,3,ChatGPT,4.1,"Doubt Solving, Resume Writing",4,-2,Yes,Other,3,Yes,Jammu,Laptop,Medium,Jammu & Kashmir,12.3797607421875,2,24.759521484375
Krishna,Don Bosco College of Engineering and Technology ,Engineering,4,Copilot,3.3,"Doubt Solving, Resume Writing",5,-2,Yes,Other,7,Yes,Assam,Tablet,Medium,Assam,10.154541015625,2,20.30908203125
Ishaan,Apex Professional University ,Hotel-management,2,Gemini,0.9,"Doubt Solving, Resume Writing",4,-1,No,Gemini,1,Yes,Arunachal pradesh,Mobile,High,North East,10.2730712890625,3,30.8192138671875
Rudra,"KLE University, Belgaum ",Medical,4,Copilot,1.6,"Doubt Solving, Resume Writing",4,-2,No,Gemini,5,No,Karnataka,Laptop,Medium,Karnataka,22.449497767857142,2,44.898995535714285
Dhruv,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Medical,2,ChatGPT,3.7,Content Writing,5,3,Yes,Other,9,No,Punjab,Tablet,Poor,Punjab,14.360778216019417,1,14.360778216019417
Kabir,"Arcade Business College, Patna ",Management,1,"ChatGPT, Copilot",1.1,Learning new topics,4,-1,No,Other,6,Yes,Bihar,Mobile,High,Bihar,29.503159466911764,3,88.50947840073529
Atharv,"Kanak Manjari Institute of Pharmaceutical Sciences, Rourkela ",Pharmacy,3,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,-2,No,ChatGPT,3,Yes,Orissa,Mobile,Poor,Orissa,10.206166294642857,1,10.206166294642857
Om,LM Thapar School of Management ,Science,2,Copilot,2.0,"Doubt Solving, Resume Writing",5,-2,No,Gemini,9,Yes,Chandigarh,Tablet,High,Punjab,14.360778216019417,3,43.08233464805825
Anaya,Rungta College of Pharmaceutical Sciences and Research ,Pharmacy,2,Gemini,3.8,"Assignments, Coding Help",4,-2,Yes,Copilot,10,No,Chhattisgarh,Tablet,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Siya,"School of Law, Christ University ",Law,1,"ChatGPT, Gemini, Copilot",3.5,Content Writing,3,3,Yes,ChatGPT,6,Yes,Karnataka,Tablet,Medium,Karnataka,22.449497767857142,2,44.898995535714285
Diya,Shaheed Rajguru College of Applied Sciences for ,Science,1,"ChatGPT, Copilot",4.0,"Exam Prep, Notes",5,-1,No,ChatGPT,4,No,Delhi ncr,Tablet,Poor,Delhi,15.297678629557291,1,15.297678629557291
Myra,"Patkai Christian College, Dimapur ",Arts,1,"ChatGPT, Gemini, Copilot",3.9,"Exam Prep, Notes",2,0,Yes,Gemini,8,No,Nagaland,Tablet,Medium,North East,10.2730712890625,2,20.546142578125
Aadhya,Raipur Institute of Technology ,Engineering,4,"ChatGPT, Copilot",2.3,"Doubt Solving, Resume Writing",3,-2,No,Copilot,3,Yes,Chhattisgarh,Laptop,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Riya,"Kalasalingam Academy of Research and Education, Krishnankovil ",Hotel-management,1,Copilot,1.3,Learning new topics,1,-3,No,Copilot,7,Yes,Tamil nadu,Laptop,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Pari,"Ethiraj College for Women, Chennai ",Arts,2,"ChatGPT, Copilot",4.4,Content Writing,3,2,No,ChatGPT,10,Yes,Tamil nadu,Laptop,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Anika,"Amity University, Lucknow ",Agriculture,2,Gemini,0.8,Content Writing,4,-3,Yes,Gemini,8,No,Uttar pradesh,Laptop,High,UP West,8.9968359375,3,26.9905078125
Ira,"IIKM Business School, Chennai ",Management,1,"ChatGPT, Copilot",1.3,"Exam Prep, Notes",2,-3,No,Other,3,No,Tamil nadu,Mobile,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Meera,Baddi University of Emerging Sciences and Technologies ,Science,2,Gemini,1.3,"Assignments, Coding Help",2,0,No,ChatGPT,2,Yes,Himachal pradesh,Tablet,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Saanvi,"Nagaland University, Zunhebotto ",Agriculture,1,ChatGPT,3.8,Content Writing,4,-2,No,Other,5,No,Nagaland,Mobile,Medium,North East,10.2730712890625,2,20.546142578125
Navya,Mar Athanasios College for Advanced Studies Tiruvalla ,Management,3,ChatGPT,4.4,"Doubt Solving, Resume Writing",2,1,No,ChatGPT,1,No,Kerala,Mobile,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Aarohi,Pimpri Chinchwad College of Engineering ,Engineering,1,"Gemini, Midjourney",1.2,Content Writing,4,3,Yes,Other,5,No,Maharashtra,Laptop,High,Maharashtra,19.392515373995984,3,58.17754612198795
Prisha,"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Medical,1,"Gemini, Midjourney",4.2,"MCQ Practice, Projects",2,2,Yes,Copilot,1,Yes,Maharashtra,Laptop,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Ishita,"Kolhan University, Chaibasa ",Law,3,Copilot,4.0,Learning new topics,4,3,No,Copilot,10,Yes,Jharkhand,Mobile,High,Bihar,29.503159466911764,3,88.50947840073529
Rakhi,Maulana Azad National Institute of Technology ,Science,3,Copilot,2.5,"Exam Prep, Notes",2,2,Yes,Gemini,7,No,Madhya pradesh,Mobile,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Ramya,LM College of Pharmacy ,Science,3,ChatGPT,1.5,"Doubt Solving, Resume Writing",1,3,No,Copilot,2,Yes,Gujarat,Tablet,Poor,Gujarat,12.089467075892857,1,12.089467075892857
Sneha,Sri Ramachandra Institute of Higher Education and ,Pharmacy,3,ChatGPT,1.5,Learning new topics,1,-3,Yes,ChatGPT,7,Yes,Tamil nadu,Mobile,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Divya,"Government Degree College for Boys, Udhampur ",Commerce,1,"ChatGPT, Copilot",4.4,"Doubt Solving, Resume Writing",3,1,Yes,ChatGPT,5,Yes,Jammu,Tablet,Poor,Jammu & Kashmir,12.3797607421875,1,12.3797607421875
Neha,"Indus University, Ahmedabad ",Medical,1,ChatGPT,3.6,"Doubt Solving, Resume Writing",1,-2,No,Copilot,10,Yes,Gujarat,Mobile,High,Gujarat,12.089467075892857,3,36.268401227678574
Pooja,"Newman College, Thodupuzha ",Science,3,"ChatGPT, Copilot",2.1,"Exam Prep, Notes",4,-3,Yes,ChatGPT,6,No,Kerala,Mobile,Poor,Kerala,6.3867464539007095,1,6.3867464539007095
